text,label,source,extraction_method
"Around  the  same  time,  I  had  begun  teaching  a  law  and  social movements seminar. We studied the Black Panthers and Young Lords, Len  Holt,  Assata  Shakur,  and  Ella  Baker.  I  worried  my  students found  the  questions faced  by these movements  to be  abstract  and faraway.  I  wanted  them  to  understand  that  contemporary  movements struggled with questions  similar to those in  the texts  we labored  over. That's how  an  organizer  found himself  surrounded by future  lawyers. Hayes, along  with  his comrades  in the  contemporary  Black  liberation and immigrant  justice movements,  confronted  many of the same  strategic  and  tactical  choices  every  day.  As  I  had  hoped,  his  presence transformed  our conversation.",cover_heinonline,Akbar - 2018 - Toward a Radical Imagination of Law.pdf,pdf_first_page
"Our  intellectual  distance  from  the texts  vanished,  and  our  lively conversation  ended with  a  question:  What  is  the  proper  role  of lawyers  within  the  movement?  After  a  short  pause,  Hayes  praised  the technical  chops  and  procedural  expertise  lawyers  bring  to  the  table. But  that  is  not  enough,  he  said.  ""Most  lawyers  see  a  problem  and think,  'How can  I fix  this  law?""' This  view  is  too  narrow:  it  obscures the stakes  and  concedes  to status  quo arrangements.  ""The  role  of the law is to protect the  state,""  Hayes reasoned. ""Lawyers  must work with movements  to  imagine  with  us  the  kind  of  state  we  want  to  live  in. Only  from  there  can  we  work  together  to  think  about  the  laws  we need."" 2",cover_heinonline,Akbar - 2018 - Toward a Radical Imagination of Law.pdf,pdf_first_page
"In  conversations with  intellectuals  and  organizers around  the country, I realized  the  Movement  for Black  Lives  (M4BL  or  Movement) 3 -the larger  movement  configuration in  which  the  chapter-",cover_heinonline,Akbar - 2018 - Toward a Radical Imagination of Law.pdf,pdf_first_page
DATE DOWNLOADED: Sat Sep  6 14:38:40 2025 SOURCE: Content Downloaded from HeinOnline,cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting.,cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
"Bluebook 21st ed.GLYPH&lt;10&gt;GLYPH&lt;9&gt;GLYPH&lt;9&gt;GLYPH&lt;9&gt; Amna A. Akbar, An Abolitionist Horizon for (Police) Reform, 108 CALIF. L. REV. 1781 (December 2020).",cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
"ALWD 7th ed. Amna A. Akbar, An Abolitionist Horizon for (Police) Reform, 108 Calif. L. Rev. 1781 (2020).",cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
"APA 7th ed. Akbar, A. A. (2020). An abolitionist horizon for (police) reform. California Law Review, 108(6), 1781-1846.",cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
"Chicago 17th ed. Amna A. Akbar, ""An Abolitionist Horizon for (Police) Reform,"" California Law Review 108, no. 6 (December 2020): 1781-1846",cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
"McGill Guide 10th ed. Amna A. Akbar, ""An Abolitionist Horizon for (Police) Reform"" (2020) 108:6 Calif L Rev 1781.",cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
"AGLC 4th ed. Amna A. Akbar, 'An Abolitionist Horizon for (Police) Reform' (2020) 108(6) California Law Review 1781",cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
"MLA 9th ed. Akbar, Amna A. ""An Abolitionist Horizon for (Police) Reform."" California Law Review, vol. 108, no. 6, December 2020, pp. 1781-1846. HeinOnline.",cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
"OSCOLA 4th ed. Amna A. Akbar, 'An Abolitionist Horizon for (Police) Reform' (2020) 108 Calif L Rev 1781               x     Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting. Cite this document",cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
PinCite this document,cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
- -- Your use of this HeinOnline PDF indicates your acceptance of HeinOnline's Terms and Conditions of the license agreement available at,cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
https://heinonline.org/HOL/License,cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
- -- The search text of this PDF is generated from  uncorrected OCR text.,cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
## An Abolitionist Horizon  for (Police) Reform,cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
"Since  the Ferguson and Baltimore uprisings, legal scholarship has  undergone  a  profound  reckoning  with  police violence.  The emerging structural  account of police violence  recognizes that it is routine, legal,  takes many shapes,  and targets people based on  their race,  class,  and gender.  But  legal  scholarship remains fixated  on investing in the police to repair  and relegitimize their social  function without  paying sufficient  attention  to alternate frameworks  for reform. The  2020  uprisings sparked by  the  police killing of George Floyd mobilized  demands  rooted  in  prison  abolitionist organizing  that provide another  way forward. In contrast  to conventional reform,  the calls  to defund and  dismantle  the police confront  head-on the violence, scale, and power of the police,  and therefore aim to  redress police violence  by  diminishing the  scale,  scope,  and legitimacy of police function.  These  calls are an important aspect of a practical  agenda aimed  at  eliminating prisons  and police  and  building  modes  of collective care and social provision where  reform  is one  essential strategy.",cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
DOI: https://doi.org/10.15779/Z38M32NB2K Copyright ©  2020 Amna A.  Akbar.,cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
"* Associate Professor of  Law, The Ohio State University,  Moritz College of Law. 2018-2019 Princeton  University Law and Public  Affairs (LAPA) Fellow.  For engagement  with the ideas presented heir, I  am grateful to Alice Ristoph, Allegra McLeod,  Amy Cohen, Angela Harris,  Anna Roberts, Aziz Rana,  Aziza Ahmed,  Ben Levin,  Bennett Capers,  Dara Stolovich,  David  Sklansky, Don Herzog,  Frank Rudy Cooper, Gerald Torres, Ian Haney L6pez,  Jamelia Morgan, Jeff Selbin, Jocelyn Simonson, Joanna Schwartz,  John  Whitlow, K-Sue  Park, Kate Andrias,  Kate Levine,  Kathy Abrams,  Keeanga-Yamahtta Taylor,  Liz  Sepper,  Mar Spindelman, Monica  Bell,  Mya Frazier, Paul Frymer,  Priscilla  Ocen, Rachel Harmon,  Rachel  Herzing,  Rachel  Moran,  Regina  Kunzel,  Ruth  Colker,  Russell  Robinson, Sa'dia Rehman,  Sameer Ashar,  Sasha Natapoff,  Silky Shah,  Sonia Katyal,  Tracey  Meares,  Ty  Alper,  and the Critical  Justice Workshop,  LAPA,  the Antipode Workshop  on Policing,  CrimFest 2019,  the Center for Interdisciplinary Law and Policy Studies, and faculty workshops at Boston University, Berkeley, George Washington,  and Cardozo law schools.  For extraordinary  research  assistance,  I am grateful  to Breeana Minton,  Morgan MacKay,  Sara  Dagher,  and  Sam Harton.  For terrific  library  support,  I am grateful to Kaylie  Vermillion,  Stephanie  Ziegler,  Natasha  Landon,  Larissa Rockoff,  and  Lisa  Armour.  Special thanks to Gus Tupper and the California Law Review's editorial  staff.",cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
