text,label,x0,y0,x1,y1,width,height,page,pdf
CALIFORNIA LAW REVIEW,page_header,399,106,592,117,193,11,26,california_law_review_Social_Justice_Conflicts_in_Public_Law
B. City of Encinitas,heading,428,319,577,330,149,11,11,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
"103. See Fennell, Half-Torts, supra note 89, at 1447 (explaining how property boundaries grant owners considerable choice about how to contain impacts and prevent them from spilling over onto others' property).",footnote,160,492,850,533,690,41,25,columbia_forcings
"273. Scholars have documented parallel behavior on eBay, where sellers drop one eBay account for another once a lot of negative reviews have accumulated. Ginger Zhe Jin & Andrew Kato, Price, Quality,  and  Reputation:  Evidence  from  an  Online  Field  Experiment ,  37  R AND J. E CON .  983,  985 (2006); Luís Cabral & Ali Hortaçsu, The Dynamics of Seller Reputation: Evidence from eBay , 58 J. I NDUS . E CONS .  54,  75  (2010); accord James  Gibson, Reputation  Reconsidered ,  77  F LA . L. R EV . (forthcoming 2025).",footnote,226,483,778,555,552,72,46,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
https://abag.ca.gov/sites/default/files/documents/2021-06/Consequences%20of%20Non-,footnote,226,748,699,757,473,9,19,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
DOI: https://doi.org/10.15779/Z387P8TG0V Copyright © 2025 Joshua C. Macey and Brian M. Richardson,page_footer,290,744,620,765,330,21,1,california_law_review_Structural_Indeterminacy_and_the_Separation_of_Powers
B. Repricing (and Its Limits),heading,160,525,407,542,247,17,45,columbia_forcings
"Sandra  Muñoz, a  U.S. citizen  by birth,  a  workers'  rights  lawyer,  and  a resident  of  Los  Angeles, 11 filed  a  lawsuit  when  her  husband,  Luis  AsencioCordero,  was  denied  entry  into  the  United  States  after  he  traveled  to  El Salvador. 12  Prior to his trip to El Salvador, Asencio-Cordero had been residing in the United States without documentation. 13  Several years after his marriage to Muñoz made him eligible for a family-based immigrant visa, he applied for his visa. Because the law required him to travel to El Salvador to process his visa, 14 Asencio-Cordero  also  applied  for  and received  from  the  Department  of Homeland Security a waiver of the unlawful presence bar that would otherwise have prevented him from returning to the United States for ten years. 15  Armed with  that  waiver,  he  left  the  United  States  to  complete  his  visa  application process in El Salvador. 16   Unfortunately,  when  he then  sought to  return to  the United States, the State Department's consular officials working in the embassy in  El  Salvador  denied  his  visa application. 17 In  justifying  the  visa  denial, the government  offered  no  formal  explanation  beyond  a  citation  to  a  statutory provision: 8 U.S.C. § 1182(a)(3)(A)(ii). This provision bars the admission of a noncitizen whom the officer 'knows, or has reasonable ground to be lieve, seeks to enter the United States to engage solely, principally, or incidentally in' certain specified offenses or 'any other unlawful activity.' 18",body_text,225,177,778,484,553,307,4,california_law_review_Lovings_Borders
A PPENDIX B: NEPA D OCUMENTS A NALYZED,caption,344,249,657,260,313,11,68,california_law_review_Crafting_a_New_Conservationism
TWO STEPS CLOSER TO BRADY 'S ABANDONED PROMISE: THE FOURTH CIRCUIT'S CUMULATIVE MATERIALITY TEST FOR BRADY AND NAPUE CLAIMS,heading,148,102,889,207,741,105,1,boston_college_law_review_Untitled
Figure 7. Number of Applications by Filing Year,caption,263,442,604,453,341,11,32,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
Figure 12. Number of Applications by Filing Year,caption,263,438,613,449,350,11,48,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
"238. S. R EP . N O . 28-399, at 5.",footnote,249,824,426,833,177,9,47,california_law_review_Structural_Indeterminacy_and_the_Separation_of_Powers
CALIFORNIA LAW REVIEW,page_header,399,106,592,117,193,11,26,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
IV. ALTERNATIVES TO FORCINGS,heading,360,106,651,123,291,17,43,columbia_forcings
"At this  point,  it  is  reasonable  to  ask  why  the  California  Supreme  Court should  go  through  all  this  trouble  just  to  streamline  housing  planning.  The legislature  could  choose  to  expressly  preempt  the  initiative  and  referendum power,  or  it  could  simply  repeal  the  statute  that  makes  the  amendment  or adoption of a housing element a legislative act. Both are valid options! In fact, as some colleagues and I have separately written, the legislature should do the former. 175 Nevertheless, there remain two valid reasons why the court should rework this test.",body_text,226,290,779,416,553,126,20,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
Figure  14.  Number  of  One-Word  Nonsense  Marks  That  Proceed  to Publication,caption,263,157,779,185,516,28,50,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
"Within legal scholarship, claims regarding the intersectionality of social justice claims are often made in two different ways. For the first kind of claim, which I call the internal account, a commentator will state that a specific social",body_text,226,339,779,383,553,44,17,california_law_review_Social_Justice_Conflicts_in_Public_Law
"Other applications of the general law involved international law and foreign affairs. 189 One  early  example  concerned  whether  the  federal  treaty-making power could preclude states from confiscating foreign debts. 190 The question is a structural one, since a lawfully executed treaty can supersede contrary state",body_text,226,518,779,578,553,60,38,california_law_review_Structural_Indeterminacy_and_the_Separation_of_Powers
"110. Achieving a perfect alignment would be unduly costly, but property should endeavor to charge or credit outcomes to the owner when it can do so cost effectively. See Harold Demsetz, Toward a Theory of Property Rights, 57 Am. Econ. Rev. 347, 350 (1967) ('[P]roperty rights develop to internalize externalities when the gains of internalization become larger than the cost of internalization.').",body_text,146,660,837,729,691,69,26,columbia_forcings
CALIFORNIA LAW REVIEW,page_header,399,106,592,117,193,11,54,california_law_review_Social_Justice_Conflicts_in_Public_Law
Figure 10. Proportion of Applications with a One-Word Nonsense Mark,caption,263,378,763,389,500,11,47,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
CALIFORNIA LAW REVIEW,page_header,399,106,592,117,193,11,8,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
B. Reasons for Aversion,heading,146,155,349,173,203,18,18,columbia_forcings
c. Minimizing Inhumane Killing Methods,heading,352,304,653,315,301,11,40,california_law_review_Crafting_a_New_Conservationism
2025] AMAZON'S QUIET OVERHAUL OF THE TRADEMARK SYSTEM,page_header,226,106,721,117,495,11,35,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
CALIFORNIA LAW REVIEW,page_header,399,106,592,117,193,11,12,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
https://votescount.santacruzcountyca.gov/Portals/16/mar24/Official%20Results.pdf [https://perma.cc/92Y4-4VEA].,page_footer,226,773,674,795,448,22,23,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
https://votescount.santacruzcountyca.gov/Portals/16/mar24/Official%20Results.pdf [https://perma.cc/92Y4-4VEA].,page_footer,226,773,674,795,448,22,23,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
"322. See,  e.g. ,  Navajo  Energy  Storage  Station  LLC,  174  FERC  ¶  61,106  (Feb.  18,  2021) (approving a preliminary permit despite Tribal opposition); see also Pumped Hydro Storage LLC, 171 FERC ¶ 61,137, para. 18, 22 (2020) (same).",footnote,226,584,778,618,552,34,59,california_law_review_Social_Justice_Conflicts_in_Public_Law
STRUCTURAL INDETERMINACY,page_header,380,106,615,117,235,11,27,california_law_review_Structural_Indeterminacy_and_the_Separation_of_Powers
Figure 8. Trademark registration for MUSTACHES,caption,263,140,623,151,360,11,41,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
"Third, whether ownership in a given set of hands produces costs or benefits to society may turn on any number of other policy choices surrounding ownership, including how land is regulated and how other nonpossessory interests-easements, covenants, and the like-are treated. By adjusting these elements, law can often change the column that a given situation resides within, turning socially costly ownership into socially beneficial ownership (by, for example, requiring a factory to control its emissions), or turning socially costly nonownership into socially beneficial nonownership (as by making the nonowner responsible for certain impacts through bonding mechanisms). 178",body_text,146,292,837,459,691,167,42,columbia_forcings
"determinative in decision-making. Agencies have limited budgets and varying policy priorities; the considerations underlying their removal decisions, like any regulations, are multifaceted. But multifaceted decisions are coherent only to the extent that agencies consider each factor coherently. To assess how much time and  money  alternative  solutions  merit,  agencies  must  account  accurately  for removals' effects on wild animals.",body_text,226,140,779,233,553,93,48,california_law_review_Crafting_a_New_Conservationism
156. I set aside the possibility that people want property that will harm their own subjectively perceived interests or want to be rid of property that will further their own subjectively perceived interests.,body_text,146,586,837,628,691,42,36,columbia_forcings
https://votescount.santacruzcountyca.gov/Portals/16/mar24/Official%20Results.pdf [https://perma.cc/92Y4-4VEA].,page_footer,226,773,674,795,448,22,23,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
B. The President: Coordination and Prioritization,heading,323,287,682,298,359,11,52,california_law_review_Social_Justice_Conflicts_in_Public_Law
Figure 7. Number of Applications by Filing Year,caption,263,442,604,453,341,11,32,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
A PPENDIX B: NEPA D OCUMENTS A NALYZED,caption,344,249,657,260,313,11,68,california_law_review_Crafting_a_New_Conservationism
"261. Ownership is not actually forced on the neighbor under New Jersey's conditional-variance model; rather, her ability to defeat the variance depends on her willingness to buy the property. See supra note 22 and accompanying text.",footnote,146,546,837,588,691,42,62,columbia_forcings
2025] AMAZON'S QUIET OVERHAUL OF THE TRADEMARK SYSTEM,page_header,226,106,721,117,495,11,31,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
"46 . Id. at *5; see also Landon v. Plasencia, 459 U.S. 21, 32 -34 (1982); supra text accompanying note 39.",body_text,225,810,777,832,552,22,8,california_law_review_Lovings_Borders
https://votescount.santacruzcountyca.gov/Portals/16/mar24/Official%20Results.pdf [https://perma.cc/92Y4-4VEA].,page_footer,226,773,674,795,448,22,23,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
SOCIAL JUSTICE CONFLICTS IN PUBLIC LAW,page_header,330,106,665,117,335,11,27,california_law_review_Social_Justice_Conflicts_in_Public_Law
443. See sources cited supra note 407.,body_text,249,761,470,769,221,8,78,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
A. Amazon's Business Model and Evolution,heading,345,421,660,432,315,11,21,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
Figure 1. Jaymo's food sauces,caption,263,140,475,151,212,11,16,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
"178. A MAZON , B RAND P ROTECTION R EPORT (Mar. 2025), https://trustworthyshopping.aboutamazon.com/2024-brand-protection-report [https://perma.cc/AHW3QKBP].",footnote,226,660,778,693,552,33,28,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
"Statement], https://docs.house.gov/meetings/JU/JU03/20220317/114503/HHRG-117-JU03-WstateRobinsonJ-20220317.pdf [https://perma.cc/TE8Y-85BR].",footnote,226,735,758,757,532,22,23,california_law_review_Access_Without_the_ADA_The_Implications_of_the_Federal_Judiciarys_Exemption_from_Following_the_Disab
