text,label,source
"| IN TRODUCTION .......................................................................................................................... i067                                                                                                            |
|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| I. SITUATING THE BLACKSTONE PRINCIPLE ................................................................... 1072                                                                                                                                           |
| A. Framing the Question........... ...................................... .................... ......................... 1072                                                                                                                            |
| B. HistoricalBackground..................................................................................................... 1077                                                                                                                        |
| C. Lessonsfrom the Past? ..................................................................................................... 1081                                                                                                                      |
| 1. Deathas the Exclusive Punishment .................................................................... 1081                                                                                                                                            |
| 2. HarshProcedures........................................................................................................ 1086                                                                                                                          |
| II. ERROR COSTS AND THE DYNAMIC CRITIQUE ............................................................ 1087                                                                                                                                               |
| A. The TraditionalAccount of the Costs of Errors............................................................1088                                                                                                                                         |
| 1. The Core Case .............................................................................................................. 1088                                                                                                                     |
| 2. The ConventionalResponse........................................................................................ 1089                                                                                                                                 |
| 3. A S tatic Perspective .................................................................................................... 10 92                                                                                                                      |
| B. The Dynamic Effects of CriminalErrors..................................................................1094                                                                                                                                           |
| 1. Crime, Punishment, and Policing ............................................................................. 1095                                                                                                                                    |
| 2. S ocialMeaning............................................................................................................ 1099                                                                                                                       |
| 3. Voter A ttitudes ............................................................................................................. 1102                                                                                                                   |
| 4. Law-Enforcement Behavior...................................................................................1106                                                                                                                                       |
| 5. Legislative Behavior.................................................................................................... 1108                                                                                                                         |
| 6. ProceduralSubversion ................................................................................................ 1108                                                                                                                            |
| C. Assessing the Dynamic Effects ........................................................................................ 1110                                                                                                                           |
| 1. Benefits and Burdensfor Innocent Defendants ...................................................... 1110 (a) Hidden Costs .......................................................................................................... 1110              |
| (b) Overestimated Benefits ......................................................................................... 1112                                                                                                                                |
| 2. ExacerbatingPoliticalProcessPathologies ............................................................. 1115                                                                                                                                            |
| (a) The Political Process Failure Narrative.........................................................1115                                                                                                                                                 |
| (b) Reinforcing Failure ........................................................................................... 1117 D. The Dynamic Critique........... ........................................ .................... ......................... 1121 |
| III. ALTERNATIVE JUSTIFICATIONS.......................................................................................1124                                                                                                                               |
| A. Alternative ConsequentialistArguments ........................................................................ 1125                                                                                                                                   |",cover,Epps - 2014 - The Consequences of Error in Criminal Justice.pdf
"62. Andi Wilson Thompson, Assessing the Vulnerabilities Equities Process, Three Years After the VEP Charter , LAWFARE (Jan. 13 2021, 8:57 AM), https://www.lawfaremedia.org/article/assessing-vulnerabilities-equities-process-three-years-after-vep-charter [perma.cc/U56X-Q62M].",footnote,michigan_law_review_law_enforcement_privilege
"368. See, e.g. , Imwinkelried, supra note 321, at 319-20.",footnote,michigan_law_review_law_enforcement_privilege
"63. Casas Manuel, Denunciation of ICSID Convention , JUS MUNDI (Sep. 10, 2024), https://jusmundi.com/en/document/publication/en-denunciation-of-icsid-convention [perma.cc/Q9DR-5JLR]; see also Briones & Tagvoryan, supra note 60.",footnote,michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law
"Amna A. Akbar, Toward a Radical Imagination of Law, 93 N.Y.U. L. REV. 405 (June 2018).",cover,Akbar - 2018 - Toward a Radical Imagination of Law.pdf
## DATE DOWNLOADED: Sat Sep  6 15:21:19 2025,cover,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf
"170 Cf. Shyamkrishna Balganesh, Relying on Restatements , 122 COLUM. L. REV. 2119 , 2156 ( 2022 ) ('Distilling a common law decision into a rule is therefore no easy task, and instead one that compromises on much of the nuance underlying expository judicial reasoning.').",footnote,harvard_law_review_Background_Principles_And_The_General_Law_Of_Property
"Pirosko , 787 F.3d at 364, 366-67.",footnote,michigan_law_review_law_enforcement_privilege
"GRAEBER, supra note 46, at 172.",footnote,michigan_law_review_tort_law_in_a_world_of_scarce_compensatory_resources
"8. Pasquale  recognizes  the  possibility  of algorithms  too complex  to  understand-what he  calls  the ""sweet  mystery  of machine  learning.""  Frank  Pasquale, Bittersweet Mysteries of  Machine Learning (A Provocation), LONDON  SCH.  EcoN. &amp; POL. ScI.: MEDIA POL'Y PROJECT BLOG (Feb. 5,  2016),  http://blogs.lse.ac.uk/mediapolicyproject/2016/02/05/bittersweet-mysteries-ofmachine-learning-a-provocation/ [https://perma.cc/XSS9-2D58].",cover,Chander - 2016 - The Racist Algorithm 2017 Survey of Books Related to the Law Reviews.pdf
"See, e.g. , Natalie Ram, Innovating Criminal Justice , 112 NW. U. L. REV. 659, 675 (2018); Andrea Roth, Machine Testimony , 126 YALE L.J. 1972, 1976 (2017).",footnote,michigan_law_review_law_enforcement_privilege
- -- The search text of this PDF is generated from  uncorrected OCR text.,cover,Bellin_2020_Theories of Prosecution.pdf
"107. See, e.g. , Laird v. Tatum, 408 U.S. 1, 10-15 (1972); Meese v. Keene, 481 U.S. 465, 467, 473-75 (1987).",footnote,michigan_law_review_spending_clause_standing
"269. United States' Response to Defendant's Motion to Compel Prod. (Doc. 19) at 12, United States v. Dang, No. 16-10027-01 (D. Kan. Sept. 26, 2016), ECF No. 23.",footnote,michigan_law_review_law_enforcement_privilege
"William B. L. Little, 'Fairness Is in the Eyes of the Beholder' (2008) 60 Baylor L Rev 73               x     Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting. Cite this document",cover,60BaylorLRev73.pdf
"Justices Kennedy and Scalia would continue to debate background principles' source of law in a series of cases. In the next case involving background principles, Palazzolo v. Rhode Island , 62 the Court confronted the question of whether a state statute can act as a background limitation on private property that changes hands after the statute's enactment. 63 In the process of answering that question, Justice Kennedy argued that Lucas grounded background principles in the 'common, shared understandings of permissible limitations derived from a State's legal tradition.' 64 Concurring, Justice Scalia suggested that statutes are only relevant to the background principles analysis insofar as they reflect the state's common law of 'property and nuisance.' 65",body_text,harvard_law_review_Background_Principles_And_The_General_Law_Of_Property
134. See supra Section II.B.,footnote,michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law
"OSCOLA 4th ed. Stephanos Bibas, 'Prosecutorial Regulation versus Prosecutorial Accountability' (2009) 157 U Pa L Rev 959               x     Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting. Cite this document PinCite this document",cover,Bibas - 2008 - Prosecutorial Regulation versus Prosecutorial Accountability.pdf
"284. See supra Section I.B.1; Arizona v. Yellen, 34 F.4th at 852; Morrisey , 59 F.4th at 1136.",footnote,michigan_law_review_spending_clause_standing
"JSTOR is a not-for-profit service that helps scholars, researchers, and students discover, use, and build upon a wide range of content in a trusted digital archive. We use information technology and tools to increase productivity and facilitate new forms of scholarship. For more information about JSTOR, please contact support@jstor.org.",cover,Crespo - 2018 - The hidden law of plea bargaining.pdf
"5 Thomas P. Bonczar, Prevalence of Imprisonment in the US Population, 1974-2001 *1 (US Department of Justice, Aug 2003), archived at https://perma.cc/3X7D-TSAG. The one-in-three statistic has been criticized as stale, though a conservative updated estimate still puts it at one in four. See Glenn Kessler, The Stale Statistic That One in Three Black Males 'Born Today' Will End Up in Jail (Wash Post, June 16, 2015), online at https://www.washingtonpost.com/news/fact-checker/wp/2015/06/16/the-stale-statistic -that-one-in-three-black-males-has-a-chance-of-ending-up-in-jail/ (visited Feb 19, 2020)",cover,Rappaport - 2020 - Some doubts about democratizing criminal justice.pdf
"3  EMILY BAZELON, CHARGED: THE NEW  MOVEMENT TO TRANSFORM AMERICAN PROSECUTION AND END MASS INCARCERATION 99 (2019) (quoting  Danielle Sered).",cover,Fryer - 2020 - Race_ Reform_ _ Progressive Prosecution Criminal Law.pdf
"127. See, e.g. , Parkerings-Compagniet AS v. Republic of Lith., ICSID Case No. ARB/05/8, Award, ¶¶ 329-33 (Sep. 11, 2007), https://icsidfiles.worldbank.org/icsid/ ICSIDBLOBS/OnlineAwards/C252/DC682_En.pdf [perma.cc/F5JN-UPR6]; SolEs Badajoz GmbH v. Kingdom of Spain, ICSID Case No. ARB/15/38, Award, ¶ 331 (July 31, 2019), https://www.italaw.com/sites/default/files/case-documents/italaw10836.pdf [perma.cc/J6K6SBUS]; InfraRed Env't Infrastructure GP Ltd. v. Kingdom of Spain, ICSID Case No. ARB/14/12, Award, ¶¶ 370-71 (Aug. 2, 2019), https://www.italaw.com/sites/default/files/case-documents/ italaw11360.pdf [perma.cc/47JK-FTMH].",footnote,michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law
"11 See, e.g. , Dana, supra note 8 , at 1808 ('Justice Scalia's plurality opinion in Lucas hints at the idea that citizens' actual or constructive notice of background limitations is what makes them legitimate restrictions on private property rights.').",footnote,harvard_law_review_Background_Principles_And_The_General_Law_Of_Property
"See Clean Air Act, 42 U.S.C. § 7607(d) ('This subsection applies to-(A) the promulgation or revision of any national ambient air quality standard . . . [and] (B) the promulgation or revision of an implementation plan by the Administrator under section 7410(c) of this title . . . . The provisions of [the APA] shall not, except as expressly provided in this subsection, apply to actions to which this subsection applies.').",footnote,michigan_law_review_good_cause_for_goodness_sake_a_new_approach_to_notice_and_comment_rulemaking
